ip.src,ip.dst,eth.src,eth.dst,frame.len,frame.time_epoch,relative_time
10.0.0.6,10.0.0.1,00:00:00:00:00:06,00:00:00:00:00:01,74,1681743794.101809,0.0
10.0.0.4,10.0.0.1,00:00:00:00:00:04,00:00:00:00:00:01,74,1681743794.416057,0.31424808502197266
10.0.0.3,10.0.0.1,00:00:00:00:00:03,00:00:00:00:00:01,74,1681743794.416077,0.3142678737640381
10.0.0.5,10.0.0.1,00:00:00:00:00:05,00:00:00:00:00:01,74,1681743795.152128,1.050318956375122
10.0.0.6,10.0.0.1,00:00:00:00:00:06,00:00:00:00:00:01,74,1681743795.984466,1.8826570510864258
10.0.0.6,10.0.0.1,00:00:00:00:00:06,00:00:00:00:00:01,66,1681743795.98451,1.8827009201049805
10.0.0.2,10.0.0.1,00:00:00:00:00:02,00:00:00:00:00:01,74,1681743795.984513,1.8827040195465088
10.0.0.6,10.0.0.1,00:00:00:00:00:06,00:00:00:00:00:01,148,1681743795.986053,1.8842439651489258
10.0.0.6,10.0.0.1,00:00:00:00:00:06,00:00:00:00:00:01,66,1681743795.986109,1.8842999935150146
10.0.0.6,10.0.0.1,00:00:00:00:00:06,00:00:00:00:00:01,66,1681743795.986128,1.8843190670013428
10.0.0.6,10.0.0.1,00:00:00:00:00:06,00:00:00:00:00:01,327,1681743795.986381,1.8845720291137695
10.0.0.6,10.0.0.1,00:00:00:00:00:06,00:00:00:00:00:01,66,1681743795.988074,1.8862650394439697
10.0.0.6,10.0.0.1,00:00:00:00:00:06,00:00:00:00:00:01,109,1681743795.988278,1.8864688873291016
10.0.0.6,10.0.0.1,00:00:00:00:00:06,00:00:00:00:00:01,66,1681743795.988461,1.8866519927978516
10.0.0.6,10.0.0.1,00:00:00:00:00:06,00:00:00:00:00:01,1514,1681743795.989575,1.887765884399414
10.0.0.6,10.0.0.1,00:00:00:00:00:06,00:00:00:00:00:01,1514,1681743795.989611,1.8878018856048584
10.0.0.6,10.0.0.1,00:00:00:00:00:06,00:00:00:00:00:01,2962,1681743795.989625,1.8878159523010254
10.0.0.6,10.0.0.1,00:00:00:00:00:06,00:00:00:00:00:01,2962,1681743795.989628,1.8878190517425537
10.0.0.6,10.0.0.1,00:00:00:00:00:06,00:00:00:00:00:01,2962,1681743795.989631,1.887821912765503
10.0.0.6,10.0.0.1,00:00:00:00:00:06,00:00:00:00:00:01,2962,1681743795.989633,1.8878240585327148
10.0.0.6,10.0.0.1,00:00:00:00:00:06,00:00:00:00:00:01,2962,1681743795.989636,1.887826919555664
10.0.0.6,10.0.0.1,00:00:00:00:00:06,00:00:00:00:00:01,2962,1681743795.989638,1.887829065322876
10.0.0.6,10.0.0.1,00:00:00:00:00:06,00:00:00:00:00:01,2962,1681743795.989641,1.8878319263458252
10.0.0.6,10.0.0.1,00:00:00:00:00:06,00:00:00:00:00:01,1514,1681743795.989644,1.8878350257873535
10.0.0.6,10.0.0.1,00:00:00:00:00:06,00:00:00:00:00:01,2962,1681743795.989645,1.88783597946167
10.0.0.6,10.0.0.1,00:00:00:00:00:06,00:00:00:00:00:01,2962,1681743795.989646,1.8878369331359863
10.0.0.6,10.0.0.1,00:00:00:00:00:06,00:00:00:00:00:01,2962,1681743795.989647,1.8878378868103027
10.0.0.6,10.0.0.1,00:00:00:00:00:06,00:00:00:00:00:01,2962,1681743795.989648,1.8878390789031982
10.0.0.6,10.0.0.1,00:00:00:00:00:06,00:00:00:00:00:01,2962,1681743795.98965,1.887840986251831
10.0.0.6,10.0.0.1,00:00:00:00:00:06,00:00:00:00:00:01,2962,1681743795.989651,1.8878419399261475
10.0.0.6,10.0.0.1,00:00:00:00:00:06,00:00:00:00:00:01,1514,1681743795.989652,1.8878428936004639
10.0.0.6,10.0.0.1,00:00:00:00:00:06,00:00:00:00:00:01,2962,1681743795.98973,1.88792085647583
10.0.0.6,10.0.0.1,00:00:00:00:00:06,00:00:00:00:00:01,2962,1681743795.98973,1.88792085647583
10.0.0.6,10.0.0.1,00:00:00:00:00:06,00:00:00:00:00:01,2962,1681743795.989734,1.8879249095916748
10.0.0.6,10.0.0.1,00:00:00:00:00:06,00:00:00:00:00:01,2962,1681743795.989734,1.8879249095916748
10.0.0.6,10.0.0.1,00:00:00:00:00:06,00:00:00:00:00:01,2962,1681743795.989737,1.8879280090332031
10.0.0.6,10.0.0.1,00:00:00:00:00:06,00:00:00:00:00:01,2962,1681743795.989737,1.8879280090332031
10.0.0.6,10.0.0.1,00:00:00:00:00:06,00:00:00:00:00:01,2962,1681743795.989739,1.887929916381836
10.0.0.6,10.0.0.1,00:00:00:00:00:06,00:00:00:00:00:01,2322,1681743795.989739,1.887929916381836
10.0.0.6,10.0.0.1,00:00:00:00:00:06,00:00:00:00:00:01,2154,1681743795.989764,1.8879549503326416
10.0.0.6,10.0.0.1,00:00:00:00:00:06,00:00:00:00:00:01,2962,1681743795.989764,1.8879549503326416
10.0.0.6,10.0.0.1,00:00:00:00:00:06,00:00:00:00:00:01,2962,1681743795.989783,1.8879740238189697
10.0.0.6,10.0.0.1,00:00:00:00:00:06,00:00:00:00:00:01,2962,1681743795.989818,1.8880090713500977
10.0.0.6,10.0.0.1,00:00:00:00:00:06,00:00:00:00:00:01,2962,1681743795.989818,1.8880090713500977
10.0.0.6,10.0.0.1,00:00:00:00:00:06,00:00:00:00:00:01,2962,1681743795.98982,1.8880109786987305
10.0.0.6,10.0.0.1,00:00:00:00:00:06,00:00:00:00:00:01,2962,1681743795.989821,1.8880119323730469
10.0.0.6,10.0.0.1,00:00:00:00:00:06,00:00:00:00:00:01,2962,1681743795.989824,1.8880150318145752
10.0.0.6,10.0.0.1,00:00:00:00:00:06,00:00:00:00:00:01,1514,1681743795.989824,1.8880150318145752
10.0.0.6,10.0.0.1,00:00:00:00:00:06,00:00:00:00:00:01,2962,1681743795.989824,1.8880150318145752
10.0.0.6,10.0.0.1,00:00:00:00:00:06,00:00:00:00:00:01,2962,1681743795.989826,1.888016939163208
10.0.0.6,10.0.0.1,00:00:00:00:00:06,00:00:00:00:00:01,2962,1681743795.989826,1.888016939163208
10.0.0.6,10.0.0.1,00:00:00:00:00:06,00:00:00:00:00:01,2962,1681743795.989847,1.888037919998169
10.0.0.6,10.0.0.1,00:00:00:00:00:06,00:00:00:00:00:01,2962,1681743795.989847,1.888037919998169
10.0.0.6,10.0.0.1,00:00:00:00:00:06,00:00:00:00:00:01,2962,1681743795.98985,1.8880410194396973
10.0.0.6,10.0.0.1,00:00:00:00:00:06,00:00:00:00:00:01,2962,1681743795.98985,1.8880410194396973
10.0.0.6,10.0.0.1,00:00:00:00:00:06,00:00:00:00:00:01,1514,1681743795.989853,1.8880438804626465
10.0.0.6,10.0.0.1,00:00:00:00:00:06,00:00:00:00:00:01,2962,1681743795.989853,1.8880438804626465
10.0.0.6,10.0.0.1,00:00:00:00:00:06,00:00:00:00:00:01,2962,1681743795.989853,1.8880438804626465
10.0.0.6,10.0.0.1,00:00:00:00:00:06,00:00:00:00:00:01,2962,1681743795.989856,1.8880469799041748
10.0.0.6,10.0.0.1,00:00:00:00:00:06,00:00:00:00:00:01,2962,1681743795.989856,1.8880469799041748
10.0.0.6,10.0.0.1,00:00:00:00:00:06,00:00:00:00:00:01,2962,1681743795.989858,1.8880488872528076
10.0.0.6,10.0.0.1,00:00:00:00:00:06,00:00:00:00:00:01,2962,1681743795.989858,1.8880488872528076
10.0.0.6,10.0.0.1,00:00:00:00:00:06,00:00:00:00:00:01,2962,1681743795.989864,1.8880550861358643
10.0.0.6,10.0.0.1,00:00:00:00:00:06,00:00:00:00:00:01,1514,1681743795.989865,1.8880560398101807
10.0.0.6,10.0.0.1,00:00:00:00:00:06,00:00:00:00:00:01,2962,1681743795.989865,1.8880560398101807
10.0.0.6,10.0.0.1,00:00:00:00:00:06,00:00:00:00:00:01,2962,1681743795.989868,1.8880589008331299
10.0.0.6,10.0.0.1,00:00:00:00:00:06,00:00:00:00:00:01,2962,1681743795.989869,1.8880600929260254
10.0.0.6,10.0.0.1,00:00:00:00:00:06,00:00:00:00:00:01,2962,1681743795.989871,1.8880620002746582
10.0.0.6,10.0.0.1,00:00:00:00:00:06,00:00:00:00:00:01,2962,1681743795.989871,1.8880620002746582
10.0.0.6,10.0.0.1,00:00:00:00:00:06,00:00:00:00:00:01,1858,1681743795.989873,1.888063907623291
10.0.0.6,10.0.0.1,00:00:00:00:00:06,00:00:00:00:00:01,2962,1681743795.989877,1.8880679607391357
10.0.0.6,10.0.0.1,00:00:00:00:00:06,00:00:00:00:00:01,2618,1681743795.989877,1.8880679607391357
10.0.0.6,10.0.0.1,00:00:00:00:00:06,00:00:00:00:00:01,2962,1681743795.989877,1.8880679607391357
10.0.0.6,10.0.0.1,00:00:00:00:00:06,00:00:00:00:00:01,2962,1681743795.989882,1.8880729675292969
10.0.0.6,10.0.0.1,00:00:00:00:00:06,00:00:00:00:00:01,2962,1681743795.989882,1.8880729675292969
10.0.0.6,10.0.0.1,00:00:00:00:00:06,00:00:00:00:00:01,2962,1681743795.989883,1.8880739212036133
10.0.0.6,10.0.0.1,00:00:00:00:00:06,00:00:00:00:00:01,2962,1681743795.989887,1.888077974319458
10.0.0.6,10.0.0.1,00:00:00:00:00:06,00:00:00:00:00:01,2962,1681743795.989887,1.888077974319458
10.0.0.6,10.0.0.1,00:00:00:00:00:06,00:00:00:00:00:01,2962,1681743795.989889,1.8880798816680908
10.0.0.6,10.0.0.1,00:00:00:00:00:06,00:00:00:00:00:01,1514,1681743795.989892,1.8880829811096191
10.0.0.6,10.0.0.1,00:00:00:00:00:06,00:00:00:00:00:01,2962,1681743795.989892,1.8880829811096191
10.0.0.6,10.0.0.1,00:00:00:00:00:06,00:00:00:00:00:01,2962,1681743795.989896,1.8880870342254639
10.0.0.6,10.0.0.1,00:00:00:00:00:06,00:00:00:00:00:01,2962,1681743795.989896,1.8880870342254639
10.0.0.6,10.0.0.1,00:00:00:00:00:06,00:00:00:00:00:01,2962,1681743795.989898,1.8880889415740967
10.0.0.6,10.0.0.1,00:00:00:00:00:06,00:00:00:00:00:01,2962,1681743795.989902,1.8880929946899414
10.0.0.6,10.0.0.1,00:00:00:00:00:06,00:00:00:00:00:01,2962,1681743795.989902,1.8880929946899414
10.0.0.6,10.0.0.1,00:00:00:00:00:06,00:00:00:00:00:01,2962,1681743795.989903,1.8880939483642578
10.0.0.6,10.0.0.1,00:00:00:00:00:06,00:00:00:00:00:01,1514,1681743795.989907,1.8880980014801025
10.0.0.6,10.0.0.1,00:00:00:00:00:06,00:00:00:00:00:01,2962,1681743795.989907,1.8880980014801025
10.0.0.6,10.0.0.1,00:00:00:00:00:06,00:00:00:00:00:01,2962,1681743795.989907,1.8880980014801025
10.0.0.6,10.0.0.1,00:00:00:00:00:06,00:00:00:00:00:01,2098,1681743795.989909,1.8880999088287354
10.0.0.6,10.0.0.1,00:00:00:00:00:06,00:00:00:00:00:01,2962,1681743795.989912,1.8881030082702637
10.0.0.6,10.0.0.1,00:00:00:00:00:06,00:00:00:00:00:01,2641,1681743795.989912,1.8881030082702637
10.0.0.6,10.0.0.1,00:00:00:00:00:06,00:00:00:00:00:01,66,1681743795.991096,1.889286994934082
10.0.0.6,10.0.0.1,00:00:00:00:00:06,00:00:00:00:00:01,83,1681743795.991106,1.8892970085144043
10.0.0.4,10.0.0.1,00:00:00:00:00:04,00:00:00:00:00:01,74,1681743796.432323,2.3305139541625977
10.0.0.3,10.0.0.1,00:00:00:00:00:03,00:00:00:00:00:01,74,1681743796.432386,2.3305768966674805
10.0.0.4,10.0.0.1,00:00:00:00:00:04,00:00:00:00:00:01,66,1681743796.432419,2.3306100368499756
10.0.0.3,10.0.0.1,00:00:00:00:00:03,00:00:00:00:00:01,66,1681743796.432437,2.330627918243408
10.0.0.3,10.0.0.1,00:00:00:00:00:03,00:00:00:00:00:01,148,1681743796.432611,2.3308019638061523
10.0.0.4,10.0.0.1,00:00:00:00:00:04,00:00:00:00:00:01,66,1681743796.432651,2.3308420181274414
10.0.0.3,10.0.0.1,00:00:00:00:00:03,00:00:00:00:00:01,66,1681743796.432659,2.3308498859405518
10.0.0.3,10.0.0.1,00:00:00:00:00:03,00:00:00:00:00:01,66,1681743796.432669,2.330859899520874
10.0.0.4,10.0.0.1,00:00:00:00:00:04,00:00:00:00:00:01,396,1681743796.432768,2.3309590816497803
10.0.0.3,10.0.0.1,00:00:00:00:00:03,00:00:00:00:00:01,327,1681743796.432929,2.331120014190674
10.0.0.4,10.0.0.1,00:00:00:00:00:04,00:00:00:00:00:01,66,1681743796.433042,2.331233024597168
10.0.0.6,10.0.0.1,00:00:00:00:00:06,00:00:00:00:00:01,66,1681743796.43714,2.3353309631347656
10.0.0.6,10.0.0.1,00:00:00:00:00:06,00:00:00:00:00:01,66,1681743796.437167,2.335357904434204
10.0.0.6,10.0.0.1,00:00:00:00:00:06,00:00:00:00:00:01,66,1681743796.437224,2.3354148864746094
10.0.0.6,10.0.0.1,00:00:00:00:00:06,00:00:00:00:00:01,66,1681743796.437274,2.3354649543762207
10.0.0.6,10.0.0.1,00:00:00:00:00:06,00:00:00:00:00:01,66,1681743796.437319,2.335510015487671
10.0.0.6,10.0.0.1,00:00:00:00:00:06,00:00:00:00:00:01,66,1681743796.437339,2.3355300426483154
10.0.0.6,10.0.0.1,00:00:00:00:00:06,00:00:00:00:00:01,109,1681743796.437432,2.335623025894165
10.0.0.6,10.0.0.1,00:00:00:00:00:06,00:00:00:00:00:01,66,1681743796.437683,2.335874080657959
10.0.0.6,10.0.0.1,00:00:00:00:00:06,00:00:00:00:00:01,66,1681743796.437734,2.3359248638153076
10.0.0.6,10.0.0.1,00:00:00:00:00:06,00:00:00:00:00:01,66,1681743796.437809,2.3359999656677246
10.0.0.6,10.0.0.1,00:00:00:00:00:06,00:00:00:00:00:01,66,1681743796.437892,2.336082935333252
10.0.0.6,10.0.0.1,00:00:00:00:00:06,00:00:00:00:00:01,66,1681743796.438009,2.336199998855591
10.0.0.6,10.0.0.1,00:00:00:00:00:06,00:00:00:00:00:01,66,1681743796.438057,2.3362479209899902
10.0.0.6,10.0.0.1,00:00:00:00:00:06,00:00:00:00:00:01,66,1681743796.438059,2.336250066757202
10.0.0.6,10.0.0.1,00:00:00:00:00:06,00:00:00:00:00:01,66,1681743796.438062,2.3362529277801514
10.0.0.4,10.0.0.1,00:00:00:00:00:04,00:00:00:00:00:01,66,1681743796.438933,2.3371238708496094
10.0.0.4,10.0.0.1,00:00:00:00:00:04,00:00:00:00:00:01,66,1681743796.438938,2.3371288776397705
10.0.0.4,10.0.0.1,00:00:00:00:00:04,00:00:00:00:00:01,66,1681743796.438948,2.3371388912200928
10.0.0.4,10.0.0.1,00:00:00:00:00:04,00:00:00:00:00:01,66,1681743796.43895,2.3371410369873047
10.0.0.4,10.0.0.1,00:00:00:00:00:04,00:00:00:00:00:01,66,1681743796.438953,2.337143898010254
10.0.0.4,10.0.0.1,00:00:00:00:00:04,00:00:00:00:00:01,66,1681743796.438955,2.337146043777466
10.0.0.4,10.0.0.1,00:00:00:00:00:04,00:00:00:00:00:01,66,1681743796.438958,2.337148904800415
10.0.0.4,10.0.0.1,00:00:00:00:00:04,00:00:00:00:00:01,66,1681743796.43896,2.337151050567627
10.0.0.6,10.0.0.1,00:00:00:00:00:06,00:00:00:00:00:01,66,1681743796.438984,2.337174892425537
10.0.0.4,10.0.0.1,00:00:00:00:00:04,00:00:00:00:00:01,66,1681743796.439226,2.337416887283325
10.0.0.4,10.0.0.1,00:00:00:00:00:04,00:00:00:00:00:01,66,1681743796.439247,2.337437868118286
10.0.0.4,10.0.0.1,00:00:00:00:00:04,00:00:00:00:00:01,66,1681743796.439258,2.337449073791504
10.0.0.4,10.0.0.1,00:00:00:00:00:04,00:00:00:00:00:01,66,1681743796.439264,2.3374550342559814
10.0.0.4,10.0.0.1,00:00:00:00:00:04,00:00:00:00:00:01,66,1681743796.439281,2.3374719619750977
10.0.0.4,10.0.0.1,00:00:00:00:00:04,00:00:00:00:00:01,66,1681743796.439291,2.33748197555542
10.0.0.4,10.0.0.1,00:00:00:00:00:04,00:00:00:00:00:01,66,1681743796.439297,2.3374879360198975
10.0.0.4,10.0.0.1,00:00:00:00:00:04,00:00:00:00:00:01,66,1681743796.439299,2.3374900817871094
10.0.0.4,10.0.0.1,00:00:00:00:00:04,00:00:00:00:00:01,109,1681743796.439328,2.3375189304351807
10.0.0.4,10.0.0.1,00:00:00:00:00:04,00:00:00:00:00:01,66,1681743796.43949,2.3376810550689697
10.0.0.4,10.0.0.1,00:00:00:00:00:04,00:00:00:00:00:01,66,1681743796.439517,2.337707996368408
10.0.0.5,10.0.0.1,00:00:00:00:00:05,00:00:00:00:00:01,74,1681743797.216816,3.115006923675537
10.0.0.5,10.0.0.1,00:00:00:00:00:05,00:00:00:00:00:01,66,1681743797.216844,3.115035057067871
10.0.0.5,10.0.0.1,00:00:00:00:00:05,00:00:00:00:00:01,66,1681743797.217123,3.11531400680542
10.0.0.5,10.0.0.1,00:00:00:00:00:05,00:00:00:00:00:01,396,1681743797.236148,3.1343390941619873
10.0.0.5,10.0.0.1,00:00:00:00:00:05,00:00:00:00:00:01,66,1681743797.236243,3.1344339847564697
10.0.0.2,10.0.0.1,00:00:00:00:00:02,00:00:00:00:00:01,66,1681743799.026265,4.924455881118774
10.0.0.2,10.0.0.1,00:00:00:00:00:02,00:00:00:00:00:01,66,1681743799.026479,4.924669981002808
10.0.0.2,10.0.0.1,00:00:00:00:00:02,00:00:00:00:00:01,148,1681743799.026501,4.924691915512085
10.0.0.2,10.0.0.1,00:00:00:00:00:02,00:00:00:00:00:01,66,1681743799.026559,4.924750089645386
10.0.0.2,10.0.0.1,00:00:00:00:00:02,00:00:00:00:00:01,327,1681743799.026552,4.924742937088013
10.0.0.3,10.0.0.1,00:00:00:00:00:03,00:00:00:00:00:01,66,1681744007.307488,213.20567893981934
10.0.0.4,10.0.0.1,00:00:00:00:00:04,00:00:00:00:00:01,66,1681744007.307494,213.2056849002838
10.0.0.6,10.0.0.1,00:00:00:00:00:06,00:00:00:00:00:01,66,1681744007.307496,213.20568704605103
10.0.0.5,10.0.0.1,00:00:00:00:00:05,00:00:00:00:00:01,66,1681744007.307498,213.20568895339966
10.0.0.5,10.0.0.1,00:00:00:00:00:05,00:00:00:00:00:01,83,1681744007.307505,213.20569586753845
10.0.0.4,10.0.0.1,00:00:00:00:00:04,00:00:00:00:00:01,83,1681744007.307649,213.20583987236023
10.0.0.3,10.0.0.1,00:00:00:00:00:03,00:00:00:00:00:01,83,1681744007.30809,213.20628094673157
10.0.0.6,10.0.0.1,00:00:00:00:00:06,00:00:00:00:00:01,83,1681744007.308238,213.2064290046692
10.0.0.2,10.0.0.1,00:00:00:00:00:02,00:00:00:00:00:01,66,1681744009.307019,215.20520997047424
10.0.0.2,10.0.0.1,00:00:00:00:00:02,00:00:00:00:00:01,83,1681744009.307028,215.20521903038025
10.0.0.6,10.0.0.1,00:00:00:00:00:06,00:00:00:00:00:01,7306,1681744010.215961,216.11415195465088
10.0.0.6,10.0.0.1,00:00:00:00:00:06,00:00:00:00:00:01,7306,1681744010.21604,216.11423087120056
10.0.0.6,10.0.0.1,00:00:00:00:00:06,00:00:00:00:00:01,14546,1681744010.216066,216.11425685882568
10.0.0.6,10.0.0.1,00:00:00:00:00:06,00:00:00:00:00:01,14546,1681744010.216094,216.11428499221802
10.0.0.6,10.0.0.1,00:00:00:00:00:06,00:00:00:00:00:01,29026,1681744010.2161,216.1142909526825
10.0.0.6,10.0.0.1,00:00:00:00:00:06,00:00:00:00:00:01,7306,1681744010.216105,216.11429595947266
10.0.0.6,10.0.0.1,00:00:00:00:00:06,00:00:00:00:00:01,21786,1681744010.216108,216.11429905891418
10.0.0.6,10.0.0.1,00:00:00:00:00:06,00:00:00:00:00:01,43506,1681744010.216113,216.11430406570435
10.0.0.6,10.0.0.1,00:00:00:00:00:06,00:00:00:00:00:01,57986,1681744010.216118,216.1143090724945
10.0.0.6,10.0.0.1,00:00:00:00:00:06,00:00:00:00:00:01,7306,1681744010.216125,216.1143159866333
10.0.0.6,10.0.0.1,00:00:00:00:00:06,00:00:00:00:00:01,1754,1681744010.216126,216.11431694030762
10.0.0.6,10.0.0.1,00:00:00:00:00:06,00:00:00:00:00:01,83,1681744010.216259,216.11444997787476
10.0.0.4,10.0.0.1,00:00:00:00:00:04,00:00:00:00:00:01,1514,1681744012.855768,218.75395894050598
10.0.0.4,10.0.0.1,00:00:00:00:00:04,00:00:00:00:00:01,1514,1681744012.855807,218.75399804115295
10.0.0.4,10.0.0.1,00:00:00:00:00:04,00:00:00:00:00:01,2962,1681744012.855822,218.75401306152344
10.0.0.4,10.0.0.1,00:00:00:00:00:04,00:00:00:00:00:01,2962,1681744012.855825,218.7540159225464
10.0.0.4,10.0.0.1,00:00:00:00:00:04,00:00:00:00:00:01,2962,1681744012.855828,218.75401902198792
10.0.0.4,10.0.0.1,00:00:00:00:00:04,00:00:00:00:00:01,2962,1681744012.855829,218.75401997566223
10.0.0.4,10.0.0.1,00:00:00:00:00:04,00:00:00:00:00:01,2962,1681744012.855831,218.75402188301086
10.0.0.4,10.0.0.1,00:00:00:00:00:04,00:00:00:00:00:01,2962,1681744012.855832,218.75402307510376
10.0.0.4,10.0.0.1,00:00:00:00:00:04,00:00:00:00:00:01,2962,1681744012.855715,218.75390601158142
10.0.0.4,10.0.0.1,00:00:00:00:00:04,00:00:00:00:00:01,1514,1681744012.855716,218.75390696525574
10.0.0.4,10.0.0.1,00:00:00:00:00:04,00:00:00:00:00:01,1514,1681744012.855719,218.75391006469727
10.0.0.4,10.0.0.1,00:00:00:00:00:04,00:00:00:00:00:01,2962,1681744012.855758,218.75394892692566
10.0.0.4,10.0.0.1,00:00:00:00:00:04,00:00:00:00:00:01,2962,1681744012.855758,218.75394892692566
10.0.0.4,10.0.0.1,00:00:00:00:00:04,00:00:00:00:00:01,2962,1681744012.855778,218.7539689540863
10.0.0.4,10.0.0.1,00:00:00:00:00:04,00:00:00:00:00:01,2962,1681744012.855778,218.7539689540863
10.0.0.4,10.0.0.1,00:00:00:00:00:04,00:00:00:00:00:01,2962,1681744012.855781,218.75397205352783
10.0.0.4,10.0.0.1,00:00:00:00:00:04,00:00:00:00:00:01,2962,1681744012.855781,218.75397205352783
10.0.0.4,10.0.0.1,00:00:00:00:00:04,00:00:00:00:00:01,2962,1681744012.855785,218.7539758682251
10.0.0.4,10.0.0.1,00:00:00:00:00:04,00:00:00:00:00:01,2962,1681744012.855785,218.7539758682251
10.0.0.4,10.0.0.1,00:00:00:00:00:04,00:00:00:00:00:01,2962,1681744012.855789,218.75397992134094
10.0.0.4,10.0.0.1,00:00:00:00:00:04,00:00:00:00:00:01,2962,1681744012.85579,218.75398087501526
10.0.0.4,10.0.0.1,00:00:00:00:00:04,00:00:00:00:00:01,2962,1681744012.855792,218.75398302078247
10.0.0.4,10.0.0.1,00:00:00:00:00:04,00:00:00:00:00:01,2162,1681744012.855793,218.7539839744568
10.0.0.4,10.0.0.1,00:00:00:00:00:04,00:00:00:00:00:01,2962,1681744012.8558,218.75399088859558
10.0.0.4,10.0.0.1,00:00:00:00:00:04,00:00:00:00:00:01,2962,1681744012.855801,218.75399208068848
10.0.0.4,10.0.0.1,00:00:00:00:00:04,00:00:00:00:00:01,2314,1681744012.855803,218.7539939880371
10.0.0.4,10.0.0.1,00:00:00:00:00:04,00:00:00:00:00:01,1754,1681744012.855803,218.7539939880371
10.0.0.4,10.0.0.1,00:00:00:00:00:04,00:00:00:00:00:01,2962,1681744012.85581,218.7540009021759
10.0.0.4,10.0.0.1,00:00:00:00:00:04,00:00:00:00:00:01,1778,1681744012.85581,218.7540009021759
10.0.0.4,10.0.0.1,00:00:00:00:00:04,00:00:00:00:00:01,2962,1681744012.855819,218.7540099620819
10.0.0.4,10.0.0.1,00:00:00:00:00:04,00:00:00:00:00:01,2962,1681744012.855819,218.7540099620819
10.0.0.4,10.0.0.1,00:00:00:00:00:04,00:00:00:00:00:01,2962,1681744012.855821,218.75401186943054
10.0.0.4,10.0.0.1,00:00:00:00:00:04,00:00:00:00:00:01,2962,1681744012.855821,218.75401186943054
10.0.0.4,10.0.0.1,00:00:00:00:00:04,00:00:00:00:00:01,2962,1681744012.855824,218.75401496887207
10.0.0.4,10.0.0.1,00:00:00:00:00:04,00:00:00:00:00:01,1010,1681744012.855824,218.75401496887207
10.0.0.4,10.0.0.1,00:00:00:00:00:04,00:00:00:00:00:01,2962,1681744012.855824,218.75401496887207
10.0.0.4,10.0.0.1,00:00:00:00:00:04,00:00:00:00:00:01,2962,1681744012.855827,218.7540180683136
10.0.0.4,10.0.0.1,00:00:00:00:00:04,00:00:00:00:00:01,2962,1681744012.855827,218.7540180683136
10.0.0.4,10.0.0.1,00:00:00:00:00:04,00:00:00:00:00:01,2578,1681744012.855829,218.75401997566223
10.0.0.4,10.0.0.1,00:00:00:00:00:04,00:00:00:00:00:01,2962,1681744012.855835,218.7540259361267
10.0.0.4,10.0.0.1,00:00:00:00:00:04,00:00:00:00:00:01,2962,1681744012.855836,218.75402688980103
10.0.0.4,10.0.0.1,00:00:00:00:00:04,00:00:00:00:00:01,2962,1681744012.855838,218.75402903556824
10.0.0.4,10.0.0.1,00:00:00:00:00:04,00:00:00:00:00:01,1898,1681744012.855838,218.75402903556824
10.0.0.4,10.0.0.1,00:00:00:00:00:04,00:00:00:00:00:01,66,1681744012.855859,218.7540500164032
10.0.0.4,10.0.0.1,00:00:00:00:00:04,00:00:00:00:00:01,2962,1681744012.855877,218.75406789779663
10.0.0.4,10.0.0.1,00:00:00:00:00:04,00:00:00:00:00:01,2962,1681744012.855881,218.75407195091248
10.0.0.4,10.0.0.1,00:00:00:00:00:04,00:00:00:00:00:01,2962,1681744012.855883,218.7540738582611
10.0.0.4,10.0.0.1,00:00:00:00:00:04,00:00:00:00:00:01,2962,1681744012.855885,218.75407600402832
10.0.0.4,10.0.0.1,00:00:00:00:00:04,00:00:00:00:00:01,2962,1681744012.855887,218.75407791137695
10.0.0.4,10.0.0.1,00:00:00:00:00:04,00:00:00:00:00:01,2962,1681744012.855889,218.75408005714417
10.0.0.4,10.0.0.1,00:00:00:00:00:04,00:00:00:00:00:01,2962,1681744012.855892,218.75408291816711
10.0.0.4,10.0.0.1,00:00:00:00:00:04,00:00:00:00:00:01,2962,1681744012.855894,218.75408506393433
10.0.0.4,10.0.0.1,00:00:00:00:00:04,00:00:00:00:00:01,2962,1681744012.855896,218.75408697128296
10.0.0.4,10.0.0.1,00:00:00:00:00:04,00:00:00:00:00:01,2962,1681744012.855898,218.7540888786316
10.0.0.4,10.0.0.1,00:00:00:00:00:04,00:00:00:00:00:01,2962,1681744012.8559,218.7540910243988
10.0.0.4,10.0.0.1,00:00:00:00:00:04,00:00:00:00:00:01,1514,1681744012.855902,218.75409293174744
10.0.0.4,10.0.0.1,00:00:00:00:00:04,00:00:00:00:00:01,2962,1681744012.855905,218.75409603118896
10.0.0.4,10.0.0.1,00:00:00:00:00:04,00:00:00:00:00:01,2962,1681744012.855909,218.7541000843048
10.0.0.4,10.0.0.1,00:00:00:00:00:04,00:00:00:00:00:01,2962,1681744012.855911,218.75410199165344
10.0.0.4,10.0.0.1,00:00:00:00:00:04,00:00:00:00:00:01,2962,1681744012.855916,218.7541069984436
10.0.0.4,10.0.0.1,00:00:00:00:00:04,00:00:00:00:00:01,2962,1681744012.855918,218.75410890579224
10.0.0.4,10.0.0.1,00:00:00:00:00:04,00:00:00:00:00:01,2962,1681744012.855921,218.75411200523376
10.0.0.4,10.0.0.1,00:00:00:00:00:04,00:00:00:00:00:01,2962,1681744012.855923,218.7541139125824
